FA104,Abattoirs,
NA102,Abortion Advice,
KB106,Abrasive Products – Mnfrs & Distributors,
WA104,Abrasive Products – Wholesalers,
PB102,Access Consultants,
KB243,Access Control Systems,
KB418,Access Equipment,
UA101,Accident Management,
PA104,Accommodation Address Agents,
LA120,"Accountants – Firms, All (Selectable by no.of Employees)",
LA124,Accounting & Book-Keeping Services,
PB104,Acoustic Consultants,
PB108,Acoustic Engineers,
LA128,Actuaries,
NA104,Acupuncture Practitioners,
NA105,Addiction Rehabilitation & Treatment,
KB781,Adhesive Tapes,
KB172,"Adhesives, Glues & Sealants",
NA108,Adoption & Fostering,
EA100,Adult Education Centres,
AA104,Advertising – Directories,
AA108,Advertising – Media,
AA112,Advertising – Outdoor,
A0,Advertising & Promotion Cos. – Total List,
AA116,Advertising Agencies – All,
AA120,Advertising Agencies – Leading,
AA124,Advertising Services,
AA128,Aerial Surveys & Photographers,
KB729,Aeronautical Instrument Makers,
KB175,Aerosols,
EA103,After School Care,
TA104,Agricultural Buildings,
TC104,Agricultural Contractors,
PB112,Agricultural Engineers,
WB104,Agricultural Machinery – Sales & Service,
WA108,Agricultural Merchants,
FA106,Agricultural Services,
KB421,Agricultural Vehicles,
NA110,Air Ambulance Services,
KB424,Air Compressors,
TC108,Air Conditioning & Refrigeration Contractors,
PB116,Air Conditioning Consultants,
KB427,Air Conditioning Equipment & Systems,
KB430,Air Purification Equipment,
PB117,Air Tightness Testing,
UA104,Aircraft – Services For,
UA108,"Aircraft Charter, Renting & Leasing",
UA116,Airfreight Services,
UA120,Airline Services,
UA124,Airline Ticket Agencies,
UA128,Airlines,
UA132,Airport Transfer & Transportation Services,
UA136,Airports,
NA112,Alcohol Misuse – Advice & Counselling,
NA116,Alexander Technique,
MKC100,All Businesses in the Megabase,
MKC101,All Commercial Businesses,
NA118,Allergy Testing,
KB100,Alloys,
NA120,Alternative & Complementary Medicines & Therapies,
KA337,Aluminium Fabricators,
WA112,Aluminium Stockholders,
NA124,Ambulance Services,
KB244,Amusement Machines,
SA104,Amusement Parks & Arcades,
SA108,Angling & Sports Fishing,
KB331,Animal By-Products,
UA140,Animal Carrier Services,
FA110,Animal Welfare Organisations,
KA340,Anodisers,
RA104,Antique Dealers,
TB108,Antiques – Repairing & Restoring,
RA108,Aquarium & Pond Supplies,
KA745,Aquarium & Vivarium Tank & Accessory Mnfrs,
LA132,Arbitrators,
FA111,Arboricultural,
PB118,Archaeologists,
WA114,Architectural Ironmongers,
PA120,Architectural Practices – 10 Plus Employees,
PA124,Architectural Practices – 20 Plus Employees,
PA112,Architectural Practices – All (Selectable by any no. of Employees),
PA128,Architectural Services,
PA132,Architectural Technologists,
PA136,Architectural Woodwork,
GA108,Armed Forces – Recruiting,
GA112,Armed Services – Reserve Forces,
RA110,Army Surplus Stores,
NA128,Aromatherapy,
RA112,Art & Craft Materials,
SA102,Art Galleries & Fine Art Dealers,
TB109,Art Restoration & Picture Cleaning,
KB708,Artificial Grass Suppliers,
AA132,Artists & Illustrators,
SA109,Arts,
SA103,Arts Centres,
UA142,Arts Transportation & Storage,
TA108,Asbestos Surveys & Removal,
TA112,Asphalt & Coated Macadam Laying Contractors,
TA116,Asphalt & Macadam Suppliers,
GA116,Assembly Members,
LA136,Assessors,
CC0,Associations & Organisations – Total List,
CB100,Astrologers,
SA111,Attractions,
CB103,Au Pair Agencies,
PA140,Auctioneers & Valuers,
KB247,Audio-Visual Equipment & Supplies,
AA136,Audio-Visual Production & Presentation Services,
LA140,Auditors,
UA144,Auto Electricians,
UA146,Auto Locksmiths,
WA115,Autogas Suppliers & Installers,
KB730,Automation Systems & Equipment,
MKC107,Automotive Industry,
PB120,Aviation Consultants,
PB124,Aviation Engineers,
UA148,Aviation Supplies,
CA103,Axle Supplies & Services,
KB931,Baby & Nursery Equipment,
CB105,Baby Shower Services,
CB106,Baby Sitters,
NA131,Back Care,
KB334,Bacon & Ham Curers & Merchants,
KB784,Badges & Emblems,
KB664,"Bags – Paper, Plastic & Fabric – Suppliers",
KB787,"Bags, Belts & Accessories – Mnfrs & Suppliers",
LA142,Bailiffs,
WA117,Bakers – Wholesale,
RA116,Bakers’ Shops,
KB337,Bakery & Confectionery Supplies,
KB433,Bakery Equipment Mnfrs & Suppliers,
EA106,Ballet Schools,
UA152,Balloons – Hot Air,
RA120,Balloons – Novelty,
B0,Banking & Financial Services – Total List,
BA104,Banks & Other Financial Institutions,
CA106,Bar Code Products & Services,
KB364,Bar Equipment & Accessories,
TC112,Bar Fitters,
RA123,Barbecue Equipment & Supplies,
RA124,Barbers,
LA144,Barristers,
HA104,Bars-Mobile,
TC116,Bath Resurfacing,
KB436,Bathroom Equipment & Fittings,
KA346,Bathroom Fixtures – Mnfrs,
TC117,Bathroom Installation & Supply,
RA128,Bathroom Planners & Furnishers,
KA205,Battery Mnfrs,
KB250,Battery Suppliers,
RA130,Beads,
KA349,Bearing Mnfrs,
WA116,Bearings Stockists,
CB107,Beauticians – Mobile,
PB128,Beauty Consultants & Specialists,
RA132,Beauty Products,
RA136,Beauty Salons,
EA109,Beauty Schools,
HA106,Bed & Breakfast,
KA271,Bed & Mattress Mnfrs,
RA140,Bedroom Planners & Furnishers,
RA144,"Beds, Bedding & Blankets",
FA112,Beekeeping,
KA580,Belting Mnfrs,
GA120,Benefits Agency,
NA130,Bereavement Counselling,
SA112,Bingo Halls,
KB733,Binoculars & Telescopes,
GA124,"Births, Marriages & Deaths",
KA238,Biscuit Mnfrs,
KA352,Blacksmiths & Forgemasters,
KA355,Blast Cleaning,
KA358,Blast Cleaning Equipment Mnfrs,
KB934,"Blinds, Awnings & Canopies",
NA132,Blood Donor Services,
NA134,Blood Services,
FA124,Blood Stock Agents,
FA128,Boarding Kennels & Catteries,
TC118,Boat Cleaning Services,
UA162,Boat Deliverers,
UA156,Boat Equipment & Accessories,
SA114,"Boat Trips, Rental & Leasing",
KB892,Boatbuilders & Repairers,
UA164,Boats – Sales,
NA129,Body Toning Studios,
KA361,Boiler Mnfrs,
TB116,"Boilers – Servicing, Replacements & Repairs",
KA535,Book Publishers,
KA538,Bookbinding & Equipment,
SA124,Bookmakers,
RA152,Books – Rare & Secondhand,
RA156,Booksellers,
NA135,Botox Treatment,
KB109,Bottle Mnfrs & Suppliers,
KA243,Bottlers,
KB445,Bottling Machinery & Equipment,
SA128,Bouncing Castles & Inflatables Hire,
NA133,Bowen Therapy,
SA132,Bowling Centres,
KB667,Boxes & Cartons,
KA364,Brake & Clutch Mnfrs,
UA168,Brake & Clutch Service Centres,
KA367,Brass & Copper Mnfrs & Suppliers,
KA370,Brassware Mnfrs,
UA170,Breakdown & Recovery,
FA129,Breeders & Dealers – Birds,
FA130,Breeders & Dealers – Horses,
FA131,Breeders & Dealers – Other,
KA241,Brewers,
KB338,Brewery Supplies,
WA128,Brick Merchants,
KA145,Brick Mnfrs,
KA07,"Brick, Pottery & Glass Mfrs – Total List",
KB07,"Brick, Pottery & Glass Mfrs & Suppliers – Total List",
TA120,Bricklaying,
RA160,Bridal Shops,
CA111,Broadband Services,
CA112,Broadcasting Services,
KA274,Brush Mnfrs,
TA124,Builders,
WA132,Builders’ Merchants,
KA373,Builders’ Tools & Equipment Mnfrs,
TA0,Building & Construction – Total List,
TA102,Building & Construction Cos. – 50 plus employees,
TA126,Building & Extension Plans,
KB112,Building Block Mnfrs & Distributors,
PB132,Building Consultants,
CA115,Building Information Services,
TA128,Building Refurbishment & Restoration Contractors,
TA132,Building Services,
BA112,Building Societies & Other Financial Institutions,
TA136,Buildings – Sectional & Portable,
FA132,Bulb Growers & Suppliers,
BA120,Bullion Dealers,
SA134,Bungee Jumping,
BA124,Bureaux De Changes,
KB253,Burglar & Intruder Alarm Systems,
UA172,Bus & Coach Operators & Stations,
PB136,Business & Management Consultants,
CC100,Business & Trade Organisations,
PA142,Business Centres,
GA128,Business Enterprise Agencies,
CA118,Business Information Services,
BA128,Business Transfer Agents,
RA164,Butchers,
KB446,Butchers’ Equipment & Supplies,
KA277,Cabinet Makers,
KA208,Cable & Wire Equipment Mnfrs,
KB256,Cable & Wire Suppliers,
CA121,Cable TV Services,
HA108,"Cafes, Snack Bars & Tea Rooms",
KB340,Cake Decorating Equipment & Supplies,
HA112,Cake Makers & Decorators,
KB697,Calendar Specialists,
AA140,Call Centres,
CB109,Calligraphers,
RA168,Camping Equipment Suppliers,
SA136,Camping Sites,
KA376,Can Mnfrs,
KB178,Candle Mnfrs & Suppliers,
RA172,Cane Goods & Basketware,
KB790,Canvas Goods,
KA02,Capital Equipment Manufacturers,
KA100,Capital Equipment Manufacturers,
UA236,Car & Truck Leasing & Contract Hire,
RA175,Car Accessories & Parts,
KA712,Car Accessories Mnfrs,
KB893,Car Air Conditioning,
UA176,Car Auctions,
KB894,Car Audio & Entertainment Systems,
UA180,Car Body Repairs,
UA184,Car Breakdown & Recovery Services,
UA188,Car Breakers & Dismantlers,
UA190,Car Buyers,
KA715,Car Component Mnfrs,
BA132,Car Credit & Finance,
UA192,Car Customisation and Vehicle Conversion Specialists,
UA196,Car Dealers,
UA200,Car Dealers – Used,
TC119,Car Disposal,
UA204,Car Engine Tuning & Diagnostic Services,
UA208,Car Hire – Chauffeur Driven,
JA108,Car Imports,
KA718,Car Mnfrs,
KB181,Car Paint & Lacquer Mnfrs & Suppliers,
UA212,Car Painters & Sprayers,
UA216,Car Parking & Garaging,
TB128,Car Radiator Servicing & Repairs,
RA176,Car Radio Dealers,
UA220,Car Rental,
KB259,Car Security,
RA177,Car Supermarkets,
UA224,Car Transportation,
UA228,Car Trimmers & Upholsterers,
CA124,Car Valet Services,
UA240,Car Washes,
KB448,Car Washing & Polishing Equipment & Supplies,
UA242,Car Window Tinting,
KB895,Caravan Accessories & Supplies,
UA244,Caravan Dealers & Mnfrs,
UA248,Caravan Hire – Motorhomes & Trailers,
SA140,Caravan Parks,
UA252,Caravan Storage,
UA256,Caravan Transport & Towing,
TB132,Caravans – Servicing & Repairs,
PB138,Carbon Assessment,
KB184,Carbon Products,
RA180,Card & Poster Shops,
NA138,Care Staff Agencies,
CA130,Career Guidance Services,
NA137,Carers & Home Help Services,
UA260,Cargo Handling Services,
TC120,Carpenters & Joiners,
TC124,Carpet & Fabric Proofing,
RA188,Carpet Fitting Accessories,
TC128,Carpet Planning & Fitting,
RA184,"Carpet, Curtain & Upholstery Cleaners",
KA652,Carpets & Rugs – Mnfrs,
RA191,Carpets & Rugs – Oriental,
TB136,Carpets & Rugs – Repairing,
RA192,Carpets & Rugs – Retail,
WA136,Carpets & Rugs – Wholesale,
TA140,Carports,
KA280,Case Mnfrs,
WA140,Cash & Carry Wholesalers,
KB260,Cash Handling Equipment,
KB226,Cash Registers & Check-Out Equipment,
SA144,Casinos,
FA136,Cat Breeders,
FA137,Cat Grooming,
RA196,Catalogue Showrooms,
HA116,Caterers,
HA120,Catering – Mobile,
KB451,Catering Equipment,
HA124,Catering Equipment – Hire,
TB140,Catering Equipment – Servicing & Repairs,
HA128,Catering Food & Drink Suppliers,
EA112,Catering Schools,
HA132,Catering Supplies,
KB262,Cctv & Video Equipment,
CA134,Cd & Dvd Duplication Services,
PA145,Cdm Co-Ordinators,
RA199,"CD’s, DVD’s, Vinyl & Tapes",
TC132,Ceiling Contractors,
TC136,Ceilings – Suspended,
TA142,Cellar & Basement Conversions,
KB115,Cement Mnfrs & Distributors,
GA132,Cemeteries & Crematoria,
GA136,Central Government,
TB144,Central Heating – Installation & Servicing,
WA144,Central Heating Supplies & Equipment,
KB118,"Ceramic Mnfrs, Supplies & Services",
GA140,Certification Bodies,
KB454,Chain Mnfrs & Distributors,
WB108,Chainsaws – Sales & Service,
RA201,Chair Covers,
JA112,Chambers Of Commerce,
RA200,Chandlers,
KB187,Charcoal Suppliers,
CC103,Charities & Voluntary Organisations,
RA204,Charity Shops,
CB110,Chatlines,
KB343,Cheese Makers & Suppliers,
PB140,Chemical Engineers,
KA187,Chemical Mnfrs,
KB457,Chemical Plant & Equipment,
KA10,Chemical Product Mnfrs – Total List,
KB10,Chemical Product Mnfrs & Suppliers – Total List,
CA136,Chemical Recycling & Disposal Services,
WA148,Chemicals – Distributors & Wholesalers,
KB190,Chemicals & Allied Products,
NA136,Chemists – Analytical & Consulting,
WA152,Chemists’ & Pharmacists’ Suppliers & Wholesalers,
RA216,"Chemists, Dispensing – Independents",
RA220,"Chemists, Dispensing – Total Including Multiples",
BA136,Cheque Cashing,
CB111,Childcare Services,
CB112,Childminders,
KB793,Children & Babywear – Mnfrs & Wholesalers,
RA224,Children & Babywear – Retail,
SA148,Children’s Activity Centres,
SA149,Childrens Entertainers,
NA140,Children’s Homes,
SA150,Children’s Party Services,
TA144,Chimney Builders & Repairers,
TC140,Chimney Sweeps,
WA160,China & Glassware – Wholesale,
KB121,China & Glassware Mnfrs & Repairs,
RA228,China & Glassware Shops,
WA158,Chinese Food Wholesalers and Suppliers,
HA321,Chinese Takeaways,
NA144,Chiropodists (Podiatrists),
NA148,Chiropractors,
HA133,Chocolate Fountains,
KB670,Christmas Goods,
KA244,Cider Makers,
KB736,Cinema Equipment,
SA152,Cinemas,
AA144,Circular Distribution Services,
PB144,Civil Engineers,
TA148,Cladding Suppliers & Installers,
BA138,Claims Investigators,
BA139,Claims Management,
CB115,Clairvoyants & Palmists,
UA264,Classic Car Specialists,
KA148,Clay & Clay Products,
SA154,Clay Pigeon Shooting,
WA162,Cleaning Equipment – Industrial,
WA163,Cleaning Materials & Equipment,
TC152,Cleaning Services – Domestic,
KB267,Climate Control,
NA150,Clinical Commissioning Group,
NA152,Clinics – N.H.S.,
NA156,Clinics – Private,
KB739,Clocks & Watches – Mnfrs & Wholesalers,
RB100,Clocks & Watches – Sales & Repair,
KA658,Clothing & Fabrics – Mnfrs,
KA655,Clothing Accessory Mnfrs,
TB148,Clothing Repairs & Alterations,
WA164,Clothing Wholesalers,
SA156,"Clubs & Associations – Social, Leisure & Cultural",
UA268,Coach Hire,
WA168,Coal & Smokeless Fuel Merchants & Distributors,
KA103,Coal Companies,
KA106,Coal Mining,
GA142,Coastguard,
KB367,Coat Hangers,
KA379,Coating Specialists,
KB460,Coffee Machines,
HA134,Coffee Shops,
KA283,Coffin Mnfrs,
RA232,Coins & Medals,
UA272,Cold Storage,
RA236,Collectors’ Items,
EA118,Colleges – Technical & Agricultural,
NA158,Colonic Hydrotherapy,
KB193,Colour Mnfrs & Suppliers,
SA159,Combat Games,
SA161,Comedy Clubs,
RA240,Comics & Magazine Suppliers,
TC148,Commercial Cleaning Services,
TC155,Commercial Decorators,
PA144,Commercial Energy Assessors,
PA143,Commercial Property Agents,
WA170,Commercial Vehicle & Car Cleaning Equipment & Supplies,
KB898,Commercial Vehicle Bodybuilders & Repairers,
UA276,Commercial Vehicle Breakdown & Recovery Services,
KA721,Commercial Vehicle Component Mnfrs,
UA280,Commercial Vehicle Dealers,
KA724,Commercial Vehicle Mnfrs,
UA284,Commercial Vehicle Security,
TB152,"Commercial Vehicle Servicing, Repairs, Parts & Accessories",
CC106,Committees & Panels,
BA140,Commodity Brokers,
SA160,Community Centres,
CC104,Community Networks,
CC109,Community Projects,
MKC199,Companies by Turnover,
MKC104,Companies on Business & Industrial Estates,
LA145,Company Formations,
LA148,Company Registrar,
LA152,Company Registration Agents,
IA106,Comparison Websites,
LA154,Compensation Claims,
CA137,Complaint Management,
KA13,Computer & Office Machinery Mnfrs – Total List,
KB13,Computer & Office Machinery Mnfrs & Suppliers – Total List,
CA139,Computer & Telephone Cleaning Services,
RA242,Computer Accessories,
PB147,Computer Aided Design,
IA110,Computer Bureau & Facilities Management,
IA115,Computer Consultants,
RA244,Computer Consumables & Stationery,
RA245,Computer Games,
TB156,Computer Maintenance & Repairs,
KA202,Computer Mnfrs,
IA120,Computer Networking & Cabling,
IA125,Computer Rental,
IA130,Computer Security,
IA135,Computer Support and Services,
IA140,Computer Systems & Software (Development),
IA145,Computer Systems & Software (Sales),
EA121,Computer Training,
SA163,Concert Halls,
SA164,Concert Organisers,
CA123,Concierge Services,
KA151,Concrete & Mortar Ready Mixed,
TA152,Concrete Contractors,
KB124,Concrete Mnfrs & Distributors,
KB127,Concrete Products,
TC159,Concrete Pumping Services,
KA154,Concrete Reinforcements,
TB160,Concrete Repairing Services,
TC160,Condensation Control,
RA248,Confectioners – Retail,
KA247,Confectionery Mnfrs,
AA148,Conference Rooms & Centres,
AA152,Conference Services,
CC112,Conservation Organisations,
TA160,Conservatories,
TA162,Conservatory Repairs,
TA164,Construction Contractors – General,
TA168,Construction Management,
GA144,Consular Services,
JA116,Consulates & Embassies,
PB152,Consultants – Industrial,
CC113,Consumer Advice,
CC115,Consumer Organisations,
UA288,Container Hire & Transport,
KA727,Container Mnfrs,
TC164,Contract Furnishers,
KB269,Control Panels,
KB742,Control System Equipment,
RA252,Convenience Stores,
LA156,Conveyancing Services,
KA382,Conveyors & Conveyor Belts,
RB104,Cookers – Sales & Service,
EA123,Cookery Schools,
KB232,Copying & Duplicating Machines & Supplies,
CA145,Copying & Duplicating Services,
LA160,Copyright Agents,
KA286,Cork Products,
AA160,Corporate Entertainment,
EA124,Correspondence Schools,
KB196,Corrosion Prevention & Control,
NA159,Cosmetic Dentistry,
KA190,Cosmetic Mnfrs,
NA160,Cosmetic Surgery,
NA164,Counselling & Advice Services,
SA168,Country Clubs,
UA292,Courier & Messenger Services,
GA148,Courts,
RA256,Craft Centres & Shops,
WB112,"Crane Hire, Sales & Service",
KA385,Crane Mnfrs,
BA156,Credit & Finance Companies,
BA152,Credit Cards & Discount Cards,
BA160,Credit Institutions – Business & Personal,
BA164,Credit Reference Agencies,
BA168,Credit Unions,
SA172,Cricket Clubs,
GA150,Crime Prevention,
SA176,Cruiselines,
TA172,Crushing Plants,
KB463,Curtain & Blind Fittings,
TC165,Curtain Walling,
RA260,Curtains – Retailers & Makers,
JA120,Custom Clearance Agents,
GA152,Customs & Excise,
KA388,Cutlery Mnfrs,
CA148,Cutting Services,
KA391,Cutting Tools & Machinery,
CB118,CV Services,
KB901,"Cycle Accessories, Mnfrs and Wholesalers",
RA264,Cycle Shops,
UA296,Cycles – Renting & Leasing,
SA178,Cycling,
RA268,Dairies,
WA176,Dairy Equipment Suppliers,
FA140,Dairy Farmers,
WA180,Dairy Produce Merchants,
TC168,Damp & Dry Rot Control,
KA582,Damp Course Mnfrs,
RA272,Dance & Balletwear,
EA127,Dancing Schools,
IA164,Data & Cloud Storage Solutions,
IA154,Data Destruction – Confidential,
IA160,Data Recovery,
IA166,Database Services,
CB121,Dating & Friendship Agencies,
NA168,Day Centres,
BA170,Debt Advice Centre,
BA172,Debt Collection Agencies,
BA173,Debt Consolidation,
RA274,Decking,
WA184,Decorators’ Merchants,
KB466,Dehumidifiers & Humidifiers,
RA276,Delicatessens,
UA300,Delivery Services,
TA176,Demolition & Dismantling Contractors,
KB745,Dental Equipment & Supplies,
NA172,Dental Technicians,
NA173,Dental Technicians – Clinical,
NA184,Dentists – Practices All,
GA153,Department of Transport,
RA280,Department Stores,
NA170,Dermatologists,
PB156,Design Consultants,
PB160,Design Engineers,
CA149,Designers – Furniture,
CA152,Designers – Garments,
AA164,Designers – Graphic,
CA153,Designers – Jewellery,
CA151,Desk Top Publishing Equipment & Services,
CB124,Detective Agencies,
CB125,Detective Agencies And Private Investigators,
PA148,Development Agencies,
KB940,"Diamond Cutters, Polishers & Merchants",
KA394,Diamond Tool Mnfrs,
CA154,Diamonds Industrial – Services,
KA397,Die-Casting Equipment & Services,
CA157,Diesel Engine Equipment & Services,
CA160,Diesel Fuel Injection Services,
NA188,Dieticians & Nutritionists,
CA155,Digital Printing,
AA167,Digital Services,
TC170,Digital Signage,
AA168,Direct Mail,
KA541,Directories,
CA161,Directory Enquiries,
KA544,Directory Publishers,
RB106,Dirt Bikes,
NA192,Disability & Special Needs – Services,
KB907,Disability Equipment – Mnfrs & Suppliers,
SA185,Disabled Horse Riding,
KB271,Disco Equipment,
SA180,Discos,
SA184,Discos – Mobile,
RA284,Discount Centres,
RB108,Dishwashing Machines – Sales & Service,
AA172,Display & Window Dressing Services,
KB370,Display Fixtures & Materials,
KB673,Disposable Products,
KA250,Distilleries,
WB0,Distribution & Service Companies – Total List,
UA304,Distribution Services,
TC172,Divers,
KB748,Divers Equipment & Supplies,
EA130,Diving Schools,
RA288,Do It Yourself Shops,
WA188,Do It Yourself Wholesalers,
NA212,Doctors – Practices All,
KB235,Document Image Processing Systems,
CA162,Document Management,
FA144,Dog Breeders,
FA148,Dog Clipping & Grooming,
KB941,Dog Kennels – Manufacturers & Suppliers,
EA133,Dog Training,
FA150,Dog Walkers,
RA292,Dolls & Dolls’ Houses,
CB127,Dolls’ Hospitals,
RA296,Domestic Appliances – Sales,
TB164,"Domestic Appliances – Servicing, Repairs & Parts",
PA146,Domestic Energy Assessors,
CB130,Domestic Staff,
KB274,Door & Gate Operating Equipment,
KB469,Door & Window Furniture,
KA289,Door Manufacturers – Domestic,
KA292,Door Manufacturers – Industrial,
RA298,Door Stockists,
TB168,Doors – Repairing,
TC175,Doors & Shutters – Sales & Installation,
TB172,Double Glazing and Window Repairs,
TC176,Double Glazing Installers,
WA190,Double Glazing Suppliers,
TC180,Drain & Sewer Clearance,
KB470,Drain & Sewer Clearance – Equipment,
TA180,Drainage Contractors,
EA136,Drama Schools,
TC184,Draughtproofing Installers,
CA163,Draughtsmen & Drawing Services,
KB751,Drawing Office Equipment & Materials,
CB133,Dress Agencies,
KB796,Dressmakers,
RA300,Dresswear Hire,
KB472,Drilling & Boring Equipment & Supplies,
TC188,Drilling Contractors,
HA135,Drinks – Delivered,
GA154,Driver and Vehicle Licensing Agency,
UA308,Driver Hire Agencies,
EA138,Driving Instructor Training,
EA139,Driving Schools,
GA155,Driving Test Centres,
NA214,Drug Misuse – Advice & Counselling,
RA304,Drug Stores,
KB373,"Drums, Kegs, Barrels & Casks",
RA308,Dry Cleaners,
TA182,Dry Lining Contractors,
TA184,Drystone Walling,
KB475,Ducting & Duct Fittings,
KA400,Dust Extraction Plant & Equipment Mnfrs,
KB478,Dust Extraction Systems,
MKC105,Dust Generating Companies,
KA661,Dyers,
NA216,Dyslexia Information & Support,
RA310,Eco Friendly Products,
PB162,Ecological Consultants,
UA319,ECU Remapping,
AA176,Editorial & Proof Reading Services,
E0,Education & Training Establishments – Total List,
EA142,Education Agencies & Authorities,
CA164,Educational Equipment & Supplies,
EA145,Educational Services,
EA146,Educational Training Providers,
WA192,Egg Merchants,
KB799,Elastic Goods,
EA147,E-Learning,
KA214,Electric Motor Mnfrs,
WB116,Electric Motor Sales & Service,
KB910,Electric Vehicles,
KA16,Electrical & Electronic Products Mnfrs – Total List,
KB16,Electrical & Electronic Products Mnfrs & Suppliers – Total List,
TB175,Electrical Appliance Repairs,
WA194,Electrical Distribution Companies,
PB164,Electrical Engineers,
KB277,"Electrical Goods – Mnfrs, Wholesalers & Sales",
TB176,Electrical Goods – Servicing & Repairs,
KB280,Electrical Heating Equipment & Systems,
RA313,Electrical Products (Sales),
TC196,Electrical Testing & Inspecting,
WA196,Electrical Wholesalers,
TC200,Electricians & Electrical Contractors,
KA109,Electricity Companies,
KB283,Electricity Generating & Distributing Equipment,
NA220,Electrolysis,
KB286,Electronic Component Mnfrs & Distributors,
PB168,Electronic Engineers,
KA604,Electronic Equipment – Mnfrs & Assemblers,
KB289,Electronic Equipment Components & Instruments – Design And Sales,
AA166,Email Marketing,
KA664,Embroiderers,
KB480,Embroidery Machines,
CB139,Employment & Recruitment Agencies,
LA162,Employment Law – Solicitors,
CB142,Employment Service,
KA403,Enamelling,
PB172,Energy Conservation Consultants,
PB174,Energy Efficient Products & Services,
KB292,Energy Management Control Systems,
PB175,Energy Performance Certificates,
KA730,Engine Component Mnfrs,
KB913,Engine Mnfrs & Distributors,
TB180,Engine Rebuilding & Reconditioning,
CA166,Engineering Machine Services,
KB479,Engineering Materials,
CA169,Engineering Services,
PB176,Engineers – Consulting,
PB180,Engineers – General,
WA200,Engineers’ Merchants,
WB120,Engines – Sales & Service,
TC204,Engraving,
SA188,Entertainers,
SA192,Entertainment Agencies,
SA196,Entertainment Centres,
KB676,Envelopes,
